date,location,indicator,value,description
2020-02-09,Wales,hospital_inc,4,New and newly confirmed patients in hospital
2020-02-10,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-10,Wales,hospital_inc,8,New and newly confirmed patients in hospital
2020-02-11,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-11,Wales,hospital_inc,3,New and newly confirmed patients in hospital
2020-02-12,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-12,Wales,hospital_inc,4,New and newly confirmed patients in hospital
2020-02-13,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-13,Wales,hospital_inc,11,New and newly confirmed patients in hospital
2020-02-14,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-14,Wales,hospital_inc,9,New and newly confirmed patients in hospital
2020-02-15,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-15,Wales,hospital_inc,6,New and newly confirmed patients in hospital
2020-02-16,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-16,Wales,hospital_inc,2,New and newly confirmed patients in hospital
2020-02-17,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-17,Wales,hospital_inc,2,New and newly confirmed patients in hospital
2020-02-18,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-18,Wales,hospital_inc,1,New and newly confirmed patients in hospital
2020-02-19,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-19,Wales,hospital_inc,7,New and newly confirmed patients in hospital
2020-02-20,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-20,Wales,hospital_inc,13,New and newly confirmed patients in hospital
2020-02-21,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-21,Wales,hospital_inc,5,New and newly confirmed patients in hospital
2020-02-22,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-22,Wales,hospital_inc,4,New and newly confirmed patients in hospital
2020-02-23,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-23,Wales,hospital_inc,1,New and newly confirmed patients in hospital
2020-02-24,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-24,Wales,hospital_inc,10,New and newly confirmed patients in hospital
2020-02-25,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-25,Wales,hospital_inc,8,New and newly confirmed patients in hospital
2020-02-26,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-26,Wales,hospital_inc,8,New and newly confirmed patients in hospital
2020-02-27,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-27,Wales,hospital_inc,16,New and newly confirmed patients in hospital
2020-02-28,Northern Ireland,hospital_inc,1,New and newly confirmed patients in hospital
2020-02-28,Wales,hospital_inc,14,New and newly confirmed patients in hospital
2020-02-29,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-02-29,Wales,hospital_inc,1,New and newly confirmed patients in hospital
2020-03-01,North East and Yorkshire,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-01,North West,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-01,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-01,Wales,hospital_inc,8,New and newly confirmed patients in hospital
2020-03-02,North East and Yorkshire,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-02,North West,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-02,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-02,Wales,hospital_inc,15,New and newly confirmed patients in hospital
2020-03-03,North East and Yorkshire,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-03,North West,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-03,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-03,Scotland,hospital_inc,1,New and newly confirmed patients in hospital
2020-03-03,Wales,hospital_inc,16,New and newly confirmed patients in hospital
2020-03-04,North East and Yorkshire,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-04,North West,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-04,Northern Ireland,hospital_inc,2,New and newly confirmed patients in hospital
2020-03-04,Scotland,hospital_inc,2,New and newly confirmed patients in hospital
2020-03-04,Wales,hospital_inc,15,New and newly confirmed patients in hospital
2020-03-05,North East and Yorkshire,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-05,North West,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-05,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-05,Scotland,hospital_inc,5,New and newly confirmed patients in hospital
2020-03-05,Wales,hospital_inc,16,New and newly confirmed patients in hospital
2020-03-06,North East and Yorkshire,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-06,North West,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-06,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-06,Scotland,hospital_inc,6,New and newly confirmed patients in hospital
2020-03-06,Wales,hospital_inc,19,New and newly confirmed patients in hospital
2020-03-07,East of England,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-07,North East and Yorkshire,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-07,North West,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-07,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-07,Scotland,hospital_inc,3,New and newly confirmed patients in hospital
2020-03-07,Wales,hospital_inc,11,New and newly confirmed patients in hospital
2020-03-08,East of England,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-08,London,hospital_inc,2,New and newly confirmed patients in hospital
2020-03-08,North East and Yorkshire,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-08,North West,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-08,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-08,Scotland,hospital_inc,1,New and newly confirmed patients in hospital
2020-03-08,South West,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-08,Wales,hospital_inc,11,New and newly confirmed patients in hospital
2020-03-09,East of England,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-09,London,hospital_inc,8,New and newly confirmed patients in hospital
2020-03-09,Midlands,hospital_inc,1,New and newly confirmed patients in hospital
2020-03-09,North East and Yorkshire,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-09,North West,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-09,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-09,Scotland,hospital_inc,7,New and newly confirmed patients in hospital
2020-03-09,South East,hospital_inc,1,New and newly confirmed patients in hospital
2020-03-09,South West,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-09,Wales,hospital_inc,30,New and newly confirmed patients in hospital
2020-03-10,East of England,hospital_inc,1,New and newly confirmed patients in hospital
2020-03-10,London,hospital_inc,10,New and newly confirmed patients in hospital
2020-03-10,Midlands,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-10,North East and Yorkshire,hospital_inc,3,New and newly confirmed patients in hospital
2020-03-10,North West,hospital_inc,2,New and newly confirmed patients in hospital
2020-03-10,Northern Ireland,hospital_inc,2,New and newly confirmed patients in hospital
2020-03-10,Scotland,hospital_inc,13,New and newly confirmed patients in hospital
2020-03-10,South East,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-10,South West,hospital_inc,1,New and newly confirmed patients in hospital
2020-03-10,Wales,hospital_inc,21,New and newly confirmed patients in hospital
2020-03-11,East of England,hospital_inc,2,New and newly confirmed patients in hospital
2020-03-11,London,hospital_inc,25,New and newly confirmed patients in hospital
2020-03-11,Midlands,hospital_inc,3,New and newly confirmed patients in hospital
2020-03-11,North East and Yorkshire,hospital_inc,1,New and newly confirmed patients in hospital
2020-03-11,North West,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-11,Northern Ireland,hospital_inc,2,New and newly confirmed patients in hospital
2020-03-11,Scotland,hospital_inc,15,New and newly confirmed patients in hospital
2020-03-11,South East,hospital_inc,3,New and newly confirmed patients in hospital
2020-03-11,South West,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-11,Wales,hospital_inc,29,New and newly confirmed patients in hospital
2020-03-12,East of England,hospital_inc,1,New and newly confirmed patients in hospital
2020-03-12,London,hospital_inc,54,New and newly confirmed patients in hospital
2020-03-12,Midlands,hospital_inc,9,New and newly confirmed patients in hospital
2020-03-12,North East and Yorkshire,hospital_inc,5,New and newly confirmed patients in hospital
2020-03-12,North West,hospital_inc,5,New and newly confirmed patients in hospital
2020-03-12,Northern Ireland,hospital_inc,0,New and newly confirmed patients in hospital
2020-03-12,Scotland,hospital_inc,13,New and newly confirmed patients in hospital
2020-03-12,South East,hospital_inc,3,New and newly confirmed patients in hospital
2020-03-12,South West,hospital_inc,1,New and newly confirmed patients in hospital
2020-03-12,Wales,hospital_inc,28,New and newly confirmed patients in hospital
2020-03-13,East of England,hospital_inc,3,New and newly confirmed patients in hospital
2020-03-13,London,hospital_inc,73,New and newly confirmed patients in hospital
2020-03-13,Midlands,hospital_inc,12,New and newly confirmed patients in hospital
2020-03-13,North East and Yorkshire,hospital_inc,4,New and newly confirmed patients in hospital
2020-03-13,North West,hospital_inc,5,New and newly confirmed patients in hospital
2020-03-13,Northern Ireland,hospital_inc,6,New and newly confirmed patients in hospital
2020-03-13,Scotland,hospital_inc,8,New and newly confirmed patients in hospital
2020-03-13,South East,hospital_inc,10,New and newly confirmed patients in hospital
2020-03-13,South West,hospital_inc,2,New and newly confirmed patients in hospital
2020-03-13,Wales,hospital_inc,32,New and newly confirmed patients in hospital
2020-03-14,East of England,hospital_inc,6,New and newly confirmed patients in hospital
2020-03-14,London,hospital_inc,71,New and newly confirmed patients in hospital
2020-03-14,Midlands,hospital_inc,12,New and newly confirmed patients in hospital
2020-03-14,North East and Yorkshire,hospital_inc,2,New and newly confirmed patients in hospital
2020-03-14,North West,hospital_inc,9,New and newly confirmed patients in hospital
2020-03-14,Northern Ireland,hospital_inc,3,New and newly confirmed patients in hospital
2020-03-14,Scotland,hospital_inc,11,New and newly confirmed patients in hospital
2020-03-14,South East,hospital_inc,13,New and newly confirmed patients in hospital
2020-03-14,South West,hospital_inc,7,New and newly confirmed patients in hospital
2020-03-14,Wales,hospital_inc,20,New and newly confirmed patients in hospital
2020-03-15,East of England,hospital_inc,4,New and newly confirmed patients in hospital
2020-03-15,London,hospital_inc,89,New and newly confirmed patients in hospital
2020-03-15,Midlands,hospital_inc,22,New and newly confirmed patients in hospital
2020-03-15,North East and Yorkshire,hospital_inc,1,New and newly confirmed patients in hospital
2020-03-15,North West,hospital_inc,7,New and newly confirmed patients in hospital
2020-03-15,Northern Ireland,hospital_inc,2,New and newly confirmed patients in hospital
2020-03-15,Scotland,hospital_inc,10,New and newly confirmed patients in hospital
2020-03-15,South East,hospital_inc,26,New and newly confirmed patients in hospital
2020-03-15,South West,hospital_inc,4,New and newly confirmed patients in hospital
2020-03-15,Wales,hospital_inc,15,New and newly confirmed patients in hospital
2020-03-16,East of England,hospital_inc,3,New and newly confirmed patients in hospital
2020-03-16,London,hospital_inc,139,New and newly confirmed patients in hospital
2020-03-16,Midlands,hospital_inc,26,New and newly confirmed patients in hospital
2020-03-16,North East and Yorkshire,hospital_inc,14,New and newly confirmed patients in hospital
2020-03-16,North West,hospital_inc,18,New and newly confirmed patients in hospital
2020-03-16,Northern Ireland,hospital_inc,8,New and newly confirmed patients in hospital
2020-03-16,Scotland,hospital_inc,19,New and newly confirmed patients in hospital
2020-03-16,South East,hospital_inc,17,New and newly confirmed patients in hospital
2020-03-16,South West,hospital_inc,6,New and newly confirmed patients in hospital
2020-03-16,Wales,hospital_inc,32,New and newly confirmed patients in hospital
2020-03-17,East of England,hospital_inc,9,New and newly confirmed patients in hospital
2020-03-17,London,hospital_inc,122,New and newly confirmed patients in hospital
2020-03-17,Midlands,hospital_inc,47,New and newly confirmed patients in hospital
2020-03-17,North East and Yorkshire,hospital_inc,23,New and newly confirmed patients in hospital
2020-03-17,North West,hospital_inc,20,New and newly confirmed patients in hospital
2020-03-17,Northern Ireland,hospital_inc,4,New and newly confirmed patients in hospital
2020-03-17,Scotland,hospital_inc,29,New and newly confirmed patients in hospital
2020-03-17,South East,hospital_inc,17,New and newly confirmed patients in hospital
2020-03-17,South West,hospital_inc,14,New and newly confirmed patients in hospital
2020-03-17,Wales,hospital_inc,36,New and newly confirmed patients in hospital
2020-03-18,East of England,hospital_inc,7,New and newly confirmed patients in hospital
2020-03-18,London,hospital_inc,192,New and newly confirmed patients in hospital
2020-03-18,Midlands,hospital_inc,59,New and newly confirmed patients in hospital
2020-03-18,North East and Yorkshire,hospital_inc,23,New and newly confirmed patients in hospital
2020-03-18,North West,hospital_inc,27,New and newly confirmed patients in hospital
2020-03-18,Northern Ireland,hospital_inc,6,New and newly confirmed patients in hospital
2020-03-18,Scotland,hospital_inc,23,New and newly confirmed patients in hospital
2020-03-18,South East,hospital_inc,46,New and newly confirmed patients in hospital
2020-03-18,South West,hospital_inc,22,New and newly confirmed patients in hospital
2020-03-18,Wales,hospital_inc,44,New and newly confirmed patients in hospital
2020-03-19,East of England,hospital_inc,20,New and newly confirmed patients in hospital
2020-03-19,London,hospital_inc,196,New and newly confirmed patients in hospital
2020-03-19,Midlands,hospital_inc,79,New and newly confirmed patients in hospital
2020-03-19,North East and Yorkshire,hospital_inc,20,New and newly confirmed patients in hospital
2020-03-19,North West,hospital_inc,39,New and newly confirmed patients in hospital
2020-03-19,Northern Ireland,hospital_inc,7,New and newly confirmed patients in hospital
2020-03-19,Scotland,hospital_inc,30,New and newly confirmed patients in hospital
2020-03-19,South East,hospital_inc,76,New and newly confirmed patients in hospital
2020-03-19,South West,hospital_inc,13,New and newly confirmed patients in hospital
2020-03-19,Wales,hospital_inc,38,New and newly confirmed patients in hospital
2020-03-20,East of England,hospital_inc,25,New and newly confirmed patients in hospital
2020-03-20,London,hospital_inc,289,New and newly confirmed patients in hospital
2020-03-20,Midlands,hospital_inc,117,New and newly confirmed patients in hospital
2020-03-20,North East and Yorkshire,hospital_inc,47,New and newly confirmed patients in hospital
2020-03-20,North West,hospital_inc,51,New and newly confirmed patients in hospital
2020-03-20,Northern Ireland,hospital_inc,12,New and newly confirmed patients in hospital
2020-03-20,Scotland,hospital_inc,60,New and newly confirmed patients in hospital
2020-03-20,South East,hospital_inc,102,New and newly confirmed patients in hospital
2020-03-20,South West,hospital_inc,35,New and newly confirmed patients in hospital
2020-03-20,Wales,hospital_inc,74,New and newly confirmed patients in hospital
2020-03-21,East of England,hospital_inc,26,New and newly confirmed patients in hospital
2020-03-21,London,hospital_inc,267,New and newly confirmed patients in hospital
2020-03-21,Midlands,hospital_inc,173,New and newly confirmed patients in hospital
2020-03-21,North East and Yorkshire,hospital_inc,61,New and newly confirmed patients in hospital
2020-03-21,North West,hospital_inc,56,New and newly confirmed patients in hospital
2020-03-21,Northern Ireland,hospital_inc,14,New and newly confirmed patients in hospital
2020-03-21,Scotland,hospital_inc,56,New and newly confirmed patients in hospital
2020-03-21,South East,hospital_inc,93,New and newly confirmed patients in hospital
2020-03-21,South West,hospital_inc,41,New and newly confirmed patients in hospital
2020-03-21,Wales,hospital_inc,35,New and newly confirmed patients in hospital
2020-03-22,East of England,hospital_inc,45,New and newly confirmed patients in hospital
2020-03-22,London,hospital_inc,292,New and newly confirmed patients in hospital
2020-03-22,Midlands,hospital_inc,121,New and newly confirmed patients in hospital
2020-03-22,North East and Yorkshire,hospital_inc,61,New and newly confirmed patients in hospital
2020-03-22,North West,hospital_inc,70,New and newly confirmed patients in hospital
2020-03-22,Northern Ireland,hospital_inc,9,New and newly confirmed patients in hospital
2020-03-22,Scotland,hospital_inc,46,New and newly confirmed patients in hospital
2020-03-22,South East,hospital_inc,91,New and newly confirmed patients in hospital
2020-03-22,South West,hospital_inc,41,New and newly confirmed patients in hospital
2020-03-22,Wales,hospital_inc,46,New and newly confirmed patients in hospital
2020-03-23,East of England,hospital_inc,50,New and newly confirmed patients in hospital
2020-03-23,London,hospital_inc,361,New and newly confirmed patients in hospital
2020-03-23,Midlands,hospital_inc,190,New and newly confirmed patients in hospital
2020-03-23,North East and Yorkshire,hospital_inc,63,New and newly confirmed patients in hospital
2020-03-23,North West,hospital_inc,88,New and newly confirmed patients in hospital
2020-03-23,Northern Ireland,hospital_inc,20,New and newly confirmed patients in hospital
2020-03-23,Scotland,hospital_inc,84,New and newly confirmed patients in hospital
2020-03-23,South East,hospital_inc,100,New and newly confirmed patients in hospital
2020-03-23,South West,hospital_inc,44,New and newly confirmed patients in hospital
2020-03-23,Wales,hospital_inc,45,New and newly confirmed patients in hospital
2020-03-24,East of England,hospital_inc,40,New and newly confirmed patients in hospital
2020-03-24,London,hospital_inc,504,New and newly confirmed patients in hospital
2020-03-24,Midlands,hospital_inc,212,New and newly confirmed patients in hospital
2020-03-24,North East and Yorkshire,hospital_inc,123,New and newly confirmed patients in hospital
2020-03-24,North West,hospital_inc,94,New and newly confirmed patients in hospital
2020-03-24,Northern Ireland,hospital_inc,11,New and newly confirmed patients in hospital
2020-03-24,Scotland,hospital_inc,85,New and newly confirmed patients in hospital
2020-03-24,South East,hospital_inc,108,New and newly confirmed patients in hospital
2020-03-24,South West,hospital_inc,56,New and newly confirmed patients in hospital
2020-03-24,Wales,hospital_inc,56,New and newly confirmed patients in hospital
2020-03-25,East of England,hospital_inc,108,New and newly confirmed patients in hospital
2020-03-25,London,hospital_inc,665,New and newly confirmed patients in hospital
2020-03-25,Midlands,hospital_inc,344,New and newly confirmed patients in hospital
2020-03-25,North East and Yorkshire,hospital_inc,154,New and newly confirmed patients in hospital
2020-03-25,North West,hospital_inc,119,New and newly confirmed patients in hospital
2020-03-25,Northern Ireland,hospital_inc,27,New and newly confirmed patients in hospital
2020-03-25,Scotland,hospital_inc,112,New and newly confirmed patients in hospital
2020-03-25,South East,hospital_inc,116,New and newly confirmed patients in hospital
2020-03-25,South West,hospital_inc,76,New and newly confirmed patients in hospital
2020-03-25,Wales,hospital_inc,65,New and newly confirmed patients in hospital
2020-03-26,East of England,hospital_inc,78,New and newly confirmed patients in hospital
2020-03-26,London,hospital_inc,655,New and newly confirmed patients in hospital
2020-03-26,Midlands,hospital_inc,425,New and newly confirmed patients in hospital
2020-03-26,North East and Yorkshire,hospital_inc,162,New and newly confirmed patients in hospital
2020-03-26,North West,hospital_inc,192,New and newly confirmed patients in hospital
2020-03-26,Northern Ireland,hospital_inc,27,New and newly confirmed patients in hospital
2020-03-26,Scotland,hospital_inc,134,New and newly confirmed patients in hospital
2020-03-26,South East,hospital_inc,166,New and newly confirmed patients in hospital
2020-03-26,South West,hospital_inc,93,New and newly confirmed patients in hospital
2020-03-26,Wales,hospital_inc,87,New and newly confirmed patients in hospital
2020-03-27,East of England,hospital_inc,152,New and newly confirmed patients in hospital
2020-03-27,London,hospital_inc,561,New and newly confirmed patients in hospital
2020-03-27,Midlands,hospital_inc,340,New and newly confirmed patients in hospital
2020-03-27,North East and Yorkshire,hospital_inc,223,New and newly confirmed patients in hospital
2020-03-27,North West,hospital_inc,206,New and newly confirmed patients in hospital
2020-03-27,Northern Ireland,hospital_inc,39,New and newly confirmed patients in hospital
2020-03-27,Scotland,hospital_inc,137,New and newly confirmed patients in hospital
2020-03-27,South East,hospital_inc,124,New and newly confirmed patients in hospital
2020-03-27,South West,hospital_inc,90,New and newly confirmed patients in hospital
2020-03-27,Wales,hospital_inc,87,New and newly confirmed patients in hospital
2020-03-28,East of England,hospital_inc,93,New and newly confirmed patients in hospital
2020-03-28,London,hospital_inc,635,New and newly confirmed patients in hospital
2020-03-28,Midlands,hospital_inc,433,New and newly confirmed patients in hospital
2020-03-28,North East and Yorkshire,hospital_inc,219,New and newly confirmed patients in hospital
2020-03-28,North West,hospital_inc,208,New and newly confirmed patients in hospital
2020-03-28,Northern Ireland,hospital_inc,43,New and newly confirmed patients in hospital
2020-03-28,Scotland,hospital_inc,152,New and newly confirmed patients in hospital
2020-03-28,South East,hospital_inc,228,New and newly confirmed patients in hospital
2020-03-28,South West,hospital_inc,136,New and newly confirmed patients in hospital
2020-03-28,Wales,hospital_inc,87,New and newly confirmed patients in hospital
2020-03-29,East of England,hospital_inc,126,New and newly confirmed patients in hospital
2020-03-29,London,hospital_inc,545,New and newly confirmed patients in hospital
2020-03-29,Midlands,hospital_inc,421,New and newly confirmed patients in hospital
2020-03-29,North East and Yorkshire,hospital_inc,261,New and newly confirmed patients in hospital
2020-03-29,North West,hospital_inc,215,New and newly confirmed patients in hospital
2020-03-29,Northern Ireland,hospital_inc,26,New and newly confirmed patients in hospital
2020-03-29,Scotland,hospital_inc,128,New and newly confirmed patients in hospital
2020-03-29,South East,hospital_inc,245,New and newly confirmed patients in hospital
2020-03-29,South West,hospital_inc,94,New and newly confirmed patients in hospital
2020-03-29,Wales,hospital_inc,72,New and newly confirmed patients in hospital
2020-03-30,East of England,hospital_inc,202,New and newly confirmed patients in hospital
2020-03-30,London,hospital_inc,736,New and newly confirmed patients in hospital
2020-03-30,Midlands,hospital_inc,481,New and newly confirmed patients in hospital
2020-03-30,North East and Yorkshire,hospital_inc,265,New and newly confirmed patients in hospital
2020-03-30,North West,hospital_inc,204,New and newly confirmed patients in hospital
2020-03-30,Northern Ireland,hospital_inc,37,New and newly confirmed patients in hospital
2020-03-30,Scotland,hospital_inc,176,New and newly confirmed patients in hospital
2020-03-30,South East,hospital_inc,297,New and newly confirmed patients in hospital
2020-03-30,South West,hospital_inc,104,New and newly confirmed patients in hospital
2020-03-30,Wales,hospital_inc,100,New and newly confirmed patients in hospital
2020-03-31,East of England,hospital_inc,150,New and newly confirmed patients in hospital
2020-03-31,London,hospital_inc,868,New and newly confirmed patients in hospital
2020-03-31,Midlands,hospital_inc,524,New and newly confirmed patients in hospital
2020-03-31,North East and Yorkshire,hospital_inc,347,New and newly confirmed patients in hospital
2020-03-31,North West,hospital_inc,408,New and newly confirmed patients in hospital
2020-03-31,Northern Ireland,hospital_inc,49,New and newly confirmed patients in hospital
2020-03-31,Scotland,hospital_inc,179,New and newly confirmed patients in hospital
2020-03-31,South East,hospital_inc,322,New and newly confirmed patients in hospital
2020-03-31,South West,hospital_inc,136,New and newly confirmed patients in hospital
2020-03-31,Wales,hospital_inc,98,New and newly confirmed patients in hospital
2020-04-01,East of England,hospital_inc,142,New and newly confirmed patients in hospital
2020-04-01,London,hospital_inc,606,New and newly confirmed patients in hospital
2020-04-01,Midlands,hospital_inc,764,New and newly confirmed patients in hospital
2020-04-01,North East and Yorkshire,hospital_inc,295,New and newly confirmed patients in hospital
2020-04-01,North West,hospital_inc,386,New and newly confirmed patients in hospital
2020-04-01,Northern Ireland,hospital_inc,45,New and newly confirmed patients in hospital
2020-04-01,Scotland,hospital_inc,204,New and newly confirmed patients in hospital
2020-04-01,South East,hospital_inc,286,New and newly confirmed patients in hospital
2020-04-01,South West,hospital_inc,126,New and newly confirmed patients in hospital
2020-04-01,Wales,hospital_inc,116,New and newly confirmed patients in hospital
2020-04-02,East of England,hospital_inc,166,New and newly confirmed patients in hospital
2020-04-02,London,hospital_inc,788,New and newly confirmed patients in hospital
2020-04-02,Midlands,hospital_inc,683,New and newly confirmed patients in hospital
2020-04-02,North East and Yorkshire,hospital_inc,516,New and newly confirmed patients in hospital
2020-04-02,North West,hospital_inc,452,New and newly confirmed patients in hospital
2020-04-02,Northern Ireland,hospital_inc,38,New and newly confirmed patients in hospital
2020-04-02,Scotland,hospital_inc,167,New and newly confirmed patients in hospital
2020-04-02,South East,hospital_inc,303,New and newly confirmed patients in hospital
2020-04-02,South West,hospital_inc,100,New and newly confirmed patients in hospital
2020-04-02,Wales,hospital_inc,98,New and newly confirmed patients in hospital
2020-04-03,East of England,hospital_inc,188,New and newly confirmed patients in hospital
2020-04-03,London,hospital_inc,788,New and newly confirmed patients in hospital
2020-04-03,Midlands,hospital_inc,555,New and newly confirmed patients in hospital
2020-04-03,North East and Yorkshire,hospital_inc,429,New and newly confirmed patients in hospital
2020-04-03,North West,hospital_inc,440,New and newly confirmed patients in hospital
2020-04-03,Northern Ireland,hospital_inc,43,New and newly confirmed patients in hospital
2020-04-03,Scotland,hospital_inc,200,New and newly confirmed patients in hospital
2020-04-03,South East,hospital_inc,342,New and newly confirmed patients in hospital
2020-04-03,South West,hospital_inc,165,New and newly confirmed patients in hospital
2020-04-03,Wales,hospital_inc,102,New and newly confirmed patients in hospital
2020-04-04,East of England,hospital_inc,190,New and newly confirmed patients in hospital
2020-04-04,London,hospital_inc,634,New and newly confirmed patients in hospital
2020-04-04,Midlands,hospital_inc,472,New and newly confirmed patients in hospital
2020-04-04,North East and Yorkshire,hospital_inc,371,New and newly confirmed patients in hospital
2020-04-04,North West,hospital_inc,442,New and newly confirmed patients in hospital
2020-04-04,Northern Ireland,hospital_inc,34,New and newly confirmed patients in hospital
2020-04-04,Scotland,hospital_inc,144,New and newly confirmed patients in hospital
2020-04-04,South East,hospital_inc,330,New and newly confirmed patients in hospital
2020-04-04,South West,hospital_inc,120,New and newly confirmed patients in hospital
2020-04-04,Wales,hospital_inc,94,New and newly confirmed patients in hospital
2020-04-05,East of England,hospital_inc,164,New and newly confirmed patients in hospital
2020-04-05,London,hospital_inc,746,New and newly confirmed patients in hospital
2020-04-05,Midlands,hospital_inc,550,New and newly confirmed patients in hospital
2020-04-05,North East and Yorkshire,hospital_inc,282,New and newly confirmed patients in hospital
2020-04-05,North West,hospital_inc,419,New and newly confirmed patients in hospital
2020-04-05,Northern Ireland,hospital_inc,26,New and newly confirmed patients in hospital
2020-04-05,Scotland,hospital_inc,153,New and newly confirmed patients in hospital
2020-04-05,South East,hospital_inc,338,New and newly confirmed patients in hospital
2020-04-05,South West,hospital_inc,92,New and newly confirmed patients in hospital
2020-04-05,Wales,hospital_inc,67,New and newly confirmed patients in hospital
2020-04-06,East of England,hospital_inc,222,New and newly confirmed patients in hospital
2020-04-06,London,hospital_inc,740,New and newly confirmed patients in hospital
2020-04-06,Midlands,hospital_inc,460,New and newly confirmed patients in hospital
2020-04-06,North East and Yorkshire,hospital_inc,375,New and newly confirmed patients in hospital
2020-04-06,North West,hospital_inc,371,New and newly confirmed patients in hospital
2020-04-06,Northern Ireland,hospital_inc,34,New and newly confirmed patients in hospital
2020-04-06,Scotland,hospital_inc,188,New and newly confirmed patients in hospital
2020-04-06,South East,hospital_inc,281,New and newly confirmed patients in hospital
2020-04-06,South West,hospital_inc,128,New and newly confirmed patients in hospital
2020-04-06,Wales,hospital_inc,90,New and newly confirmed patients in hospital
2020-04-07,East of England,hospital_inc,244,New and newly confirmed patients in hospital
2020-04-07,London,hospital_inc,797,New and newly confirmed patients in hospital
2020-04-07,Midlands,hospital_inc,447,New and newly confirmed patients in hospital
2020-04-07,North East and Yorkshire,hospital_inc,412,New and newly confirmed patients in hospital
2020-04-07,North West,hospital_inc,362,New and newly confirmed patients in hospital
2020-04-07,Northern Ireland,hospital_inc,36,New and newly confirmed patients in hospital
2020-04-07,Scotland,hospital_inc,163,New and newly confirmed patients in hospital
2020-04-07,South East,hospital_inc,321,New and newly confirmed patients in hospital
2020-04-07,South West,hospital_inc,162,New and newly confirmed patients in hospital
2020-04-07,Wales,hospital_inc,99,New and newly confirmed patients in hospital
2020-04-08,East of England,hospital_inc,187,New and newly confirmed patients in hospital
2020-04-08,London,hospital_inc,714,New and newly confirmed patients in hospital
2020-04-08,Midlands,hospital_inc,532,New and newly confirmed patients in hospital
2020-04-08,North East and Yorkshire,hospital_inc,473,New and newly confirmed patients in hospital
2020-04-08,North West,hospital_inc,425,New and newly confirmed patients in hospital
2020-04-08,Northern Ireland,hospital_inc,24,New and newly confirmed patients in hospital
