"state","collection_date","positive","all_SGTF","sequenced_SGTF","B117"
"PR","2020-09-05",3,0,0,0
"VA","2020-09-05",3,0,0,0
"FL","2020-09-06",8,0,0,0
"CA","2020-09-07",8,0,0,0
"AL","2020-09-08",3,0,0,0
"CA","2020-09-08",74,0,0,0
"FL","2020-09-08",176,0,0,0
"IL","2020-09-08",4,0,0,0
"LA","2020-09-08",3,0,0,0
"MO","2020-09-08",3,0,0,0
"OH","2020-09-08",3,0,0,0
"SC","2020-09-08",3,0,0,0
"TX","2020-09-08",12,0,0,0
"CA","2020-09-09",71,0,0,0
"FL","2020-09-09",137,0,0,0
"GA","2020-09-09",3,0,0,0
"TX","2020-09-09",3,0,0,0
"CA","2020-09-10",63,0,0,0
"FL","2020-09-10",126,0,0,0
"GA","2020-09-10",3,0,0,0
"TX","2020-09-10",4,0,0,0
"CA","2020-09-11",63,0,0,0
"FL","2020-09-11",134,0,0,0
"TX","2020-09-11",6,0,0,0
"CA","2020-09-12",31,0,0,0
"FL","2020-09-12",140,0,0,0
"MN","2020-09-12",4,0,0,0
"NC","2020-09-12",3,0,0,0
"CA","2020-09-13",38,0,0,0
"FL","2020-09-13",120,0,0,0
"CA","2020-09-14",81,2,0,0
"FL","2020-09-14",161,0,0,0
"GA","2020-09-14",3,0,0,0
"AL","2020-09-15",3,0,0,0
"AZ","2020-09-15",3,0,0,0
"CA","2020-09-15",57,0,0,0
"FL","2020-09-15",137,0,0,0
"GA","2020-09-15",4,0,0,0
"IL","2020-09-15",6,0,0,0
"MN","2020-09-15",3,0,0,0
"MO","2020-09-15",4,0,0,0
"NC","2020-09-15",5,0,0,0
"SC","2020-09-15",3,0,0,0
"TX","2020-09-15",9,0,0,0
"VA","2020-09-15",5,0,0,0
"CA","2020-09-16",85,0,0,0
"FL","2020-09-16",129,0,0,0
"MN","2020-09-16",7,0,0,0
"CA","2020-09-17",63,1,0,0
"FL","2020-09-17",121,0,0,0
"GA","2020-09-17",7,0,0,0
"KY","2020-09-17",3,0,0,0
"LA","2020-09-17",3,0,0,0
"MN","2020-09-17",19,0,0,0
"TX","2020-09-17",3,0,0,0
"UT","2020-09-17",3,0,0,0
"AL","2020-09-18",3,0,0,0
"AZ","2020-09-18",14,0,0,0
"CA","2020-09-18",57,0,0,0
"FL","2020-09-18",114,0,0,0
"GA","2020-09-18",10,0,0,0
"MN","2020-09-18",16,0,0,0
"TX","2020-09-18",51,0,0,0
"WI","2020-09-18",3,0,0,0
"AZ","2020-09-19",12,0,0,0
"CA","2020-09-19",47,0,0,0
"FL","2020-09-19",133,0,0,0
"GA","2020-09-19",25,0,0,0
"IL","2020-09-19",4,0,0,0
"MN","2020-09-19",16,0,0,0
"NC","2020-09-19",3,0,0,0
"TX","2020-09-19",71,0,0,0
"WI","2020-09-19",3,0,0,0
"AZ","2020-09-20",10,0,0,0
"CA","2020-09-20",28,0,0,0
"FL","2020-09-20",130,0,0,0
"GA","2020-09-20",20,0,0,0
"IL","2020-09-20",4,0,0,0
"MN","2020-09-20",13,0,0,0
"TX","2020-09-20",63,0,0,0
"AZ","2020-09-21",17,0,0,0
"CA","2020-09-21",67,0,0,0
"FL","2020-09-21",149,1,0,0
"GA","2020-09-21",19,0,0,0
"LA","2020-09-21",3,0,0,0
"MN","2020-09-21",53,0,0,0
"TX","2020-09-21",94,0,0,0
"AZ","2020-09-22",22,0,0,0
"CA","2020-09-22",49,0,0,0
"FL","2020-09-22",111,0,0,0
"GA","2020-09-22",28,0,0,0
"IL","2020-09-22",5,0,0,0
"LA","2020-09-22",4,0,0,0
"MN","2020-09-22",29,0,0,0
"NC","2020-09-22",4,0,0,0
"TX","2020-09-22",99,0,0,0
"WI","2020-09-22",4,0,0,0
"AZ","2020-09-23",13,0,0,0
"CA","2020-09-23",61,0,0,0
"FL","2020-09-23",148,0,0,0
"GA","2020-09-23",19,0,0,0
"LA","2020-09-23",4,0,0,0
"MN","2020-09-23",54,0,0,0
"NJ","2020-09-23",3,0,0,0
"TX","2020-09-23",101,0,0,0
"WI","2020-09-23",5,0,0,0
"AZ","2020-09-24",30,0,0,0
"CA","2020-09-24",47,0,0,0
"FL","2020-09-24",114,0,0,0
"GA","2020-09-24",25,0,0,0
"MN","2020-09-24",42,0,0,0
"TN","2020-09-24",4,0,0,0
"TX","2020-09-24",104,0,0,0
"VA","2020-09-24",5,0,0,0
"WI","2020-09-24",4,0,0,0
"AZ","2020-09-25",13,0,0,0
"CA","2020-09-25",52,0,0,0
"FL","2020-09-25",103,0,0,0
"GA","2020-09-25",17,0,0,0
"MN","2020-09-25",18,0,0,0
"SC","2020-09-25",3,0,0,0
"TX","2020-09-25",114,0,0,0
"AZ","2020-09-26",22,0,0,0
"CA","2020-09-26",24,0,0,0
"FL","2020-09-26",109,0,0,0
"GA","2020-09-26",29,0,0,0
"MN","2020-09-26",14,0,0,0
"NV","2020-09-26",3,0,0,0
"TX","2020-09-26",101,0,0,0
"WI","2020-09-26",3,0,0,0
"AZ","2020-09-27",16,0,0,0
"CA","2020-09-27",32,1,0,0
"FL","2020-09-27",123,1,0,0
"GA","2020-09-27",13,0,0,0
"MN","2020-09-27",23,0,0,0
"TX","2020-09-27",97,0,0,0
"AZ","2020-09-28",29,0,0,0
"CA","2020-09-28",79,0,0,0
"FL","2020-09-28",133,0,0,0
"GA","2020-09-28",33,0,0,0
"MN","2020-09-28",45,0,0,0
"NC","2020-09-28",4,0,0,0
"OK","2020-09-28",3,0,0,0
"TX","2020-09-28",118,0,0,0
"WI","2020-09-28",9,0,0,0
"AZ","2020-09-29",24,0,0,0
"CA","2020-09-29",59,1,0,0
"CO","2020-09-29",4,0,0,0
"FL","2020-09-29",103,0,0,0
"GA","2020-09-29",31,0,0,0
"IN","2020-09-29",4,0,0,0
"LA","2020-09-29",5,0,0,0
"MN","2020-09-29",36,0,0,0
"SC","2020-09-29",4,0,0,0
"TX","2020-09-29",112,0,0,0
"AZ","2020-09-30",27,0,0,0
"CA","2020-09-30",50,0,0,0
"FL","2020-09-30",99,0,0,0
"GA","2020-09-30",24,0,0,0
"MN","2020-09-30",45,0,0,0
"TX","2020-09-30",97,0,0,0
"WI","2020-09-30",4,0,0,0
"AZ","2020-10-01",28,0,0,0
"CA","2020-10-01",51,0,0,0
"DE","2020-10-01",3,0,0,0
"FL","2020-10-01",120,0,0,0
"GA","2020-10-01",26,0,0,0
"KY","2020-10-01",3,0,0,0
"LA","2020-10-01",3,0,0,0
"MN","2020-10-01",34,0,0,0
"SC","2020-10-01",3,0,0,0
"TX","2020-10-01",106,0,0,0
"WI","2020-10-01",3,0,0,0
"AZ","2020-10-02",24,0,0,0
"CA","2020-10-02",65,0,0,0
"FL","2020-10-02",121,0,0,0
"GA","2020-10-02",25,0,0,0
"IL","2020-10-02",4,0,0,0
"MN","2020-10-02",44,0,0,0
"TX","2020-10-02",86,0,0,0
"AZ","2020-10-03",47,0,0,0
"CA","2020-10-03",42,0,0,0
"FL","2020-10-03",166,0,0,0
"GA","2020-10-03",22,0,0,0
"MN","2020-10-03",4,0,0,0
"NM","2020-10-03",3,0,0,0
"TX","2020-10-03",135,0,0,0
"AZ","2020-10-04",22,0,0,0
"CA","2020-10-04",49,0,0,0
"FL","2020-10-04",154,0,0,0
"GA","2020-10-04",23,0,0,0
"MN","2020-10-04",23,0,0,0
"TX","2020-10-04",91,0,0,0
"AZ","2020-10-05",31,0,0,0
"CA","2020-10-05",82,0,0,0
"FL","2020-10-05",184,0,0,0
"GA","2020-10-05",30,0,0,0
"MN","2020-10-05",51,0,0,0
"NJ","2020-10-05",3,0,0,0
"TX","2020-10-05",153,0,0,0
"AZ","2020-10-06",27,0,0,0
"CA","2020-10-06",72,2,0,0
"FL","2020-10-06",180,1,0,0
"GA","2020-10-06",22,0,0,0
"IL","2020-10-06",5,0,0,0
"IN","2020-10-06",4,0,0,0
"KY","2020-10-06",3,0,0,0
"MN","2020-10-06",42,1,0,0
"NC","2020-10-06",6,0,0,0
"OH","2020-10-06",4,0,0,0
"OK","2020-10-06",3,0,0,0
"SC","2020-10-06",5,0,0,0
"TX","2020-10-06",136,1,0,0
"WI","2020-10-06",4,0,0,0
"AZ","2020-10-07",31,0,0,0
"CA","2020-10-07",74,0,0,0
"FL","2020-10-07",195,0,0,0
"GA","2020-10-07",16,0,0,0
"MN","2020-10-07",67,0,0,0
"OH","2020-10-07",3,0,0,0
"TX","2020-10-07",153,0,0,0
"WI","2020-10-07",3,0,0,0
"AZ","2020-10-08",27,0,0,0
"CA","2020-10-08",79,0,0,0
"FL","2020-10-08",236,0,0,0
"GA","2020-10-08",11,0,0,0
"IL","2020-10-08",3,0,0,0
"IN","2020-10-08",5,0,0,0
"LA","2020-10-08",3,0,0,0
"MN","2020-10-08",38,0,0,0
"NC","2020-10-08",5,0,0,0
"OH","2020-10-08",3,0,0,0
"TX","2020-10-08",146,0,0,0
"WI","2020-10-08",6,0,0,0
"AZ","2020-10-09",22,0,0,0
"CA","2020-10-09",72,1,0,0
"FL","2020-10-09",165,0,0,0
"GA","2020-10-09",40,0,0,0
"IL","2020-10-09",3,0,0,0
"MA","2020-10-09",4,1,0,0
"MN","2020-10-09",39,0,0,0
"NC","2020-10-09",7,0,0,0
"NJ","2020-10-09",3,0,0,0
"PA","2020-10-09",5,0,0,0
"TX","2020-10-09",115,0,0,0
"WI","2020-10-09",8,0,0,0
"AZ","2020-10-10",28,0,0,0
"CA","2020-10-10",61,1,0,0
"FL","2020-10-10",170,0,0,0
"GA","2020-10-10",48,0,0,0
"MA","2020-10-10",10,0,0,0
"MN","2020-10-10",20,0,0,0
"NC","2020-10-10",12,0,0,0
"OH","2020-10-10",3,0,0,0
"PA","2020-10-10",7,0,0,0
"TX","2020-10-10",130,0,0,0
"AZ","2020-10-11",16,0,0,0
"CA","2020-10-11",58,0,0,0
"FL","2020-10-11",152,0,0,0
"GA","2020-10-11",35,0,0,0
"MA","2020-10-11",11,0,0,0
"MN","2020-10-11",19,1,0,0
"NC","2020-10-11",10,0,0,0
"PA","2020-10-11",6,0,0,0
"TX","2020-10-11",104,0,0,0
"AZ","2020-10-12",34,1,0,0
"CA","2020-10-12",142,3,0,0
"FL","2020-10-12",229,0,0,0
"GA","2020-10-12",34,0,0,0
"MA","2020-10-12",10,0,0,0
"MN","2020-10-12",67,1,0,0
"NC","2020-10-12",37,0,0,0
"NJ","2020-10-12",3,0,0,0
"PA","2020-10-12",13,0,0,0
"TN","2020-10-12",4,0,0,0
"TX","2020-10-12",116,0,0,0
"AZ","2020-10-13",23,0,0,0
"CA","2020-10-13",107,0,0,0
"FL","2020-10-13",266,0,0,0
"GA","2020-10-13",67,0,0,0
"IL","2020-10-13",7,0,0,0
"IN","2020-10-13",7,0,0,0
"LA","2020-10-13",10,0,0,0
"MA","2020-10-13",15,0,0,0
"MN","2020-10-13",51,0,0,0
"MO","2020-10-13",3,0,0,0
"NC","2020-10-13",32,0,0,0
"NY","2020-10-13",3,0,0,0
"OH","2020-10-13",4,0,0,0
"PA","2020-10-13",30,0,0,0
"SC","2020-10-13",4,0,0,0
"TN","2020-10-13",5,0,0,0
"TX","2020-10-13",141,0,0,0
"AZ","2020-10-14",21,0,0,0
"CA","2020-10-14",79,2,0,0
"FL","2020-10-14",302,1,0,0
"GA","2020-10-14",43,0,0,0
"LA","2020-10-14",4,0,0,0
"MA","2020-10-14",17,3,0,0
"MN","2020-10-14",102,0,0,0
"NC","2020-10-14",33,0,0,0
"NJ","2020-10-14",3,0,0,0
"PA","2020-10-14",27,0,0,0
"TX","2020-10-14",140,0,0,0
"WI","2020-10-14",5,0,0,0
"AL","2020-10-15",3,0,0,0
"AZ","2020-10-15",33,0,0,0
"CA","2020-10-15",115,0,0,0
"FL","2020-10-15",305,2,0,0
"GA","2020-10-15",66,0,0,0
"IL","2020-10-15",5,0,0,0
"IN","2020-10-15",6,0,0,0
"KY","2020-10-15",4,0,0,0
"LA","2020-10-15",8,0,0,0
"MA","2020-10-15",19,1,0,0
"MN","2020-10-15",72,1,0,0
"NC","2020-10-15",47,0,0,0
"NV","2020-10-15",3,0,0,0
"OH","2020-10-15",3,0,0,0
"PA","2020-10-15",21,0,0,0
"SC","2020-10-15",7,0,0,0
"TN","2020-10-15",4,0,0,0
"TX","2020-10-15",116,1,0,0
"WI","2020-10-15",10,0,0,0
"AL","2020-10-16",3,0,0,0
"AZ","2020-10-16",37,0,0,0
"CA","2020-10-16",91,0,0,0
"FL","2020-10-16",288,0,0,0
"GA","2020-10-16",51,0,0,0
"MA","2020-10-16",13,1,0,0
"MN","2020-10-16",43,0,0,0
"NC","2020-10-16",32,0,0,0
"PA","2020-10-16",21,0,0,0
"RI","2020-10-16",5,1,0,0
"TX","2020-10-16",110,0,0,0
"WI","2020-10-16",3,0,0,0
"AZ","2020-10-17",38,0,0,0
"CA","2020-10-17",80,2,0,0
"FL","2020-10-17",249,0,0,0
"GA","2020-10-17",69,0,0,0
"IL","2020-10-17",8,0,0,0
"LA","2020-10-17",9,0,0,0
"MA","2020-10-17",21,0,0,0
"MN","2020-10-17",15,0,0,0
"NC","2020-10-17",37,0,0,0
"NJ","2020-10-17",4,0,0,0
"PA","2020-10-17",27,0,0,0
"RI","2020-10-17",4,1,0,0
"TX","2020-10-17",119,0,0,0
"WI","2020-10-17",5,0,0,0
"AZ","2020-10-18",22,0,0,0
"CA","2020-10-18",106,0,0,0
"FL","2020-10-18",196,0,0,0
"GA","2020-10-18",45,0,0,0
"MA","2020-10-18",16,0,0,0
"MN","2020-10-18",24,0,0,0
"NC","2020-10-18",23,0,0,0
"PA","2020-10-18",28,0,0,0
"RI","2020-10-18",5,0,0,0
"TX","2020-10-18",89,0,0,0
"AZ","2020-10-19",34,0,0,0
"CA","2020-10-19",138,0,0,0
"FL","2020-10-19",308,0,0,0
"GA","2020-10-19",62,0,0,0
"MA","2020-10-19",31,1,0,0
"MN","2020-10-19",78,0,0,0
"NC","2020-10-19",33,0,0,0
"NM","2020-10-19",3,0,0,0
"PA","2020-10-19",23,0,0,0
"RI","2020-10-19",3,1,0,0
"TX","2020-10-19",135,0,0,0
"WI","2020-10-19",5,0,0,0
"AL","2020-10-20",3,0,0,0
"AZ","2020-10-20",38,0,0,0
"CA","2020-10-20",123,0,0,0
"FL","2020-10-20",334,2,0,0
"GA","2020-10-20",49,0,0,0
"IL","2020-10-20",8,0,0,0
"IN","2020-10-20",6,0,0,0
"KY","2020-10-20",3,0,0,0
"LA","2020-10-20",5,0,0,0
"MA","2020-10-20",22,0,0,0
"MN","2020-10-20",71,0,0,0
"NC","2020-10-20",37,0,0,0
"OH","2020-10-20",4,0,0,0
"PA","2020-10-20",22,0,0,0
"SC","2020-10-20",7,0,0,0
"TX","2020-10-20",135,0,0,0
"WI","2020-10-20",3,0,0,0
"AL","2020-10-21",3,0,0,0
"AZ","2020-10-21",42,0,0,0
"CA","2020-10-21",108,1,0,0
"FL","2020-10-21",378,0,0,0
"GA","2020-10-21",75,0,0,0
"ID","2020-10-21",3,0,0,0
"IL","2020-10-21",5,0,0,0
"MA","2020-10-21",31,0,0,0
"MN","2020-10-21",130,0,0,0
"NC","2020-10-21",41,0,0,0
"NJ","2020-10-21",5,0,0,0
"PA","2020-10-21",28,0,0,0
"RI","2020-10-21",7,1,0,0
"TX","2020-10-21",154,0,0,0
"WI","2020-10-21",11,0,0,0
"AL","2020-10-22",4,0,0,0
"AZ","2020-10-22",45,0,0,0
"CA","2020-10-22",141,1,0,0
"CO","2020-10-22",3,0,0,0
"FL","2020-10-22",379,0,0,0
"GA","2020-10-22",60,0,0,0
"IL","2020-10-22",3,0,0,0
"IN","2020-10-22",4,0,0,0
"KY","2020-10-22",3,0,0,0
"LA","2020-10-22",3,0,0,0
"MA","2020-10-22",40,0,0,0
"MN","2020-10-22",87,0,0,0
"NC","2020-10-22",37,0,0,0
"OH","2020-10-22",5,0,0,0
"PA","2020-10-22",30,0,0,0
"RI","2020-10-22",4,0,0,0
"SC","2020-10-22",3,0,0,0
"TX","2020-10-22",144,0,0,0
"WI","2020-10-22",5,0,0,0
"AL","2020-10-23",3,0,0,0
"AZ","2020-10-23",49,0,0,0
"CA","2020-10-23",133,0,0,0
"FL","2020-10-23",303,0,0,0
"GA","2020-10-23",86,0,0,0
"IL","2020-10-23",6,0,0,0
"IN","2020-10-23",60,0,0,0
"LA","2020-10-23",11,0,0,0
"MA","2020-10-23",37,1,0,0
"MI","2020-10-23",44,0,0,0
"MN","2020-10-23",83,0,0,0
"NC","2020-10-23",102,0,0,0
"NY","2020-10-23",5,0,0,0
"OH","2020-10-23",3,0,0,0
"PA","2020-10-23",42,0,0,0
"TX","2020-10-23",111,0,0,0
"WI","2020-10-23",4,0,0,0
"AL","2020-10-24",3,0,0,0
"AZ","2020-10-24",47,0,0,0
"CA","2020-10-24",92,0,0,0
"FL","2020-10-24",305,0,0,0
"GA","2020-10-24",88,0,0,0
"IL","2020-10-24",6,0,0,0
"IN","2020-10-24",116,0,0,0
"LA","2020-10-24",12,0,0,0
"MA","2020-10-24",36,1,0,0
"MD","2020-10-24",3,0,0,0
"MI","2020-10-24",49,0,0,0
"MN","2020-10-24",19,0,0,0
"NC","2020-10-24",94,0,0,0
"PA","2020-10-24",37,0,0,0
"TX","2020-10-24",134,0,0,0
"WI","2020-10-24",4,0,0,0
"AZ","2020-10-25",34,0,0,0
"CA","2020-10-25",101,0,0,0
"FL","2020-10-25",298,0,0,0
"GA","2020-10-25",73,0,0,0
"IL","2020-10-25",10,0,0,0
"IN","2020-10-25",115,0,0,0
"LA","2020-10-25",5,0,0,0
"MA","2020-10-25",17,0,0,0
"MI","2020-10-25",68,0,0,0
"MN","2020-10-25",41,0,0,0
"MO","2020-10-25",3,0,0,0
"NC","2020-10-25",73,0,0,0
"OH","2020-10-25",3,0,0,0
"PA","2020-10-25",24,0,0,0
"TX","2020-10-25",99,0,0,0
"AL","2020-10-26",3,0,0,0
"AZ","2020-10-26",40,0,0,0
"CA","2020-10-26",151,0,0,0
"FL","2020-10-26",375,0,0,0
"GA","2020-10-26",94,0,0,0
"IL","2020-10-26",8,0,0,0
"IN","2020-10-26",154,0,0,0
"LA","2020-10-26",6,0,0,0
"MA","2020-10-26",24,1,0,0
"MI","2020-10-26",66,0,0,0
"MN","2020-10-26",163,0,0,0
"NC","2020-10-26",111,0,0,0
"NV","2020-10-26",3,0,0,0
"PA","2020-10-26",48,0,0,0
"RI","2020-10-26",3,0,0,0
"SC","2020-10-26",6,0,0,0
"TX","2020-10-26",149,0,0,0
"WI","2020-10-26",14,0,0,0
"AL","2020-10-27",3,0,0,0
"AZ","2020-10-27",57,1,0,0
"CA","2020-10-27",146,0,0,0
"FL","2020-10-27",401,1,0,0
"GA","2020-10-27",115,0,0,0
"IL","2020-10-27",17,0,0,0
"IN","2020-10-27",117,0,0,0
"KY","2020-10-27",5,0,0,0
"LA","2020-10-27",6,0,0,0
"MA","2020-10-27",23,0,0,0
"MI","2020-10-27",91,0,0,0
"MN","2020-10-27",87,1,0,0
"NC","2020-10-27",92,0,0,0
"OH","2020-10-27",3,0,0,0
"PA","2020-10-27",34,0,0,0
"SC","2020-10-27",4,0,0,0
"TN","2020-10-27",5,0,0,0
"TX","2020-10-27",108,0,0,0
"WI","2020-10-27",7,0,0,0
"AL","2020-10-28",6,0,0,0
"AZ","2020-10-28",54,0,0,0
"CA","2020-10-28",124,0,0,0
"FL","2020-10-28",391,0,0,0
"GA","2020-10-28",91,0,0,0
"IL","2020-10-28",8,0,0,0
"IN","2020-10-28",146,0,0,0
"LA","2020-10-28",8,0,0,0
"MA","2020-10-28",21,1,0,0
"MI","2020-10-28",102,0,0,0
"MN","2020-10-28",140,0,0,0
"MS","2020-10-28",3,0,0,0
"NC","2020-10-28",107,0,0,0
"OH","2020-10-28",5,0,0,0
"PA","2020-10-28",36,0,0,0
"TX","2020-10-28",102,0,0,0
"WI","2020-10-28",11,0,0,0
"AL","2020-10-29",3,0,0,0
"AZ","2020-10-29",56,0,0,0
"CA","2020-10-29",115,0,0,0
"FL","2020-10-29",455,0,0,0
"GA","2020-10-29",105,0,0,0
"IL","2020-10-29",23,0,0,0
"IN","2020-10-29",196,0,0,0
"KY","2020-10-29",12,0,0,0
"LA","2020-10-29",6,0,0,0
"MA","2020-10-29",22,2,0,0
"MI","2020-10-29",113,0,0,0
"MN","2020-10-29",111,0,0,0
"NC","2020-10-29",108,0,0,0
"NJ","2020-10-29",3,0,0,0
"OH","2020-10-29",10,0,0,0
"PA","2020-10-29",33,0,0,0
"SC","2020-10-29",3,0,0,0
"TN","2020-10-29",6,0,0,0
"TX","2020-10-29",104,0,0,0
"WI","2020-10-29",14,0,0,0
"AL","2020-10-30",3,0,0,0
"AZ","2020-10-30",57,0,0,0
"CA","2020-10-30",129,0,0,0
"FL","2020-10-30",381,1,0,0
"GA","2020-10-30",99,0,0,0
"IL","2020-10-30",15,0,0,0
"IN","2020-10-30",166,0,0,0
"LA","2020-10-30",5,0,0,0
"MA","2020-10-30",36,1,0,0
"MI","2020-10-30",128,0,0,0
"MN","2020-10-30",92,0,0,0
"NC","2020-10-30",80,0,0,0
"NV","2020-10-30",5,0,0,0
"NY","2020-10-30",3,0,0,0
"OH","2020-10-30",4,0,0,0
"PA","2020-10-30",54,0,0,0
"SC","2020-10-30",4,0,0,0
"TX","2020-10-30",77,0,0,0
"WI","2020-10-30",3,0,0,0
"AZ","2020-10-31",67,0,0,0
"CA","2020-10-31",129,0,0,0
"FL","2020-10-31",328,2,0,0
"GA","2020-10-31",102,0,0,0
"IL","2020-10-31",14,0,0,0
"IN","2020-10-31",194,0,0,0
"LA","2020-10-31",8,0,0,0
"MA","2020-10-31",43,0,0,0
"MI","2020-10-31",133,0,0,0
"MN","2020-10-31",23,0,0,0
"NC","2020-10-31",98,0,0,0
"NV","2020-10-31",3,0,0,0
"OH","2020-10-31",7,0,0,0
"PA","2020-10-31",45,0,0,0
"RI","2020-10-31",5,1,0,0
"SC","2020-10-31",6,0,0,0
"TN","2020-10-31",3,0,0,0
"TX","2020-10-31",97,0,0,0
"WI","2020-10-31",7,0,0,0
"AZ","2020-11-01",42,0,0,0
"CA","2020-11-01",127,0,0,0
"FL","2020-11-01",247,1,0,0
"GA","2020-11-01",88,0,0,0
"IL","2020-11-01",6,0,0,0
"IN","2020-11-01",171,0,0,0
"LA","2020-11-01",6,0,0,0
"MA","2020-11-01",28,2,0,0
"MI","2020-11-01",116,0,0,0
"MN","2020-11-01",51,0,0,0
"NC","2020-11-01",72,0,0,0
"NJ","2020-11-01",3,0,0,0
"PA","2020-11-01",31,0,0,0
"TX","2020-11-01",114,0,0,0
"AL","2020-11-02",6,0,0,0
"AR","2020-11-02",3,0,0,0
"AZ","2020-11-02",55,0,0,0
"CA","2020-11-02",208,0,0,0
"FL","2020-11-02",393,2,0,0
"GA","2020-11-02",122,0,0,0
"IL","2020-11-02",9,0,0,0
"IN","2020-11-02",269,0,0,0
"LA","2020-11-02",10,0,0,0
"MA","2020-11-02",28,1,0,0
"MI","2020-11-02",145,0,0,0
"MN","2020-11-02",156,0,0,0
"NC","2020-11-02",112,0,0,0
"NJ","2020-11-02",3,0,0,0
"NY","2020-11-02",4,0,0,0
"OH","2020-11-02",6,0,0,0
"PA","2020-11-02",42,0,0,0
"TN","2020-11-02",4,0,0,0
"TX","2020-11-02",127,0,0,0
"WI","2020-11-02",13,0,0,0
"AZ","2020-11-03",62,0,0,0
"CA","2020-11-03",198,0,0,0
"CO","2020-11-03",4,0,0,0
"DE","2020-11-03",4,0,0,0
"FL","2020-11-03",404,3,0,0
"GA","2020-11-03",100,0,0,0
"HI","2020-11-03",3,0,0,0
"IL","2020-11-03",26,0,0,0
"IN","2020-11-03",251,1,0,0
"KY","2020-11-03",9,0,0,0
"LA","2020-11-03",11,0,0,0
"MA","2020-11-03",23,0,0,0
"MI","2020-11-03",151,0,0,0
"MN","2020-11-03",188,0,0,0
"MO","2020-11-03",7,0,0,0
"NC","2020-11-03",110,0,0,0
"NJ","2020-11-03",6,0,0,0
"OH","2020-11-03",8,0,0,0
"OK","2020-11-03",6,0,0,0
"PA","2020-11-03",39,0,0,0
"RI","2020-11-03",4,0,0,0
"SC","2020-11-03",3,0,0,0
"TN","2020-11-03",5,0,0,0
"TX","2020-11-03",167,0,0,0
"WA","2020-11-03",4,0,0,0
"WI","2020-11-03",18,0,0,0
